N,P,K,Temperature,Humidity,pH,Rainfall,Crop,Mixed_Crops,Organic_Fertilizer,Biopesticide,Agroforestry_Tree
39,65,159,39.0,47.8,7.9,1340.5,mungbean,Mungbean+Sorghum,Vermicompost,Neem Oil,Drumstick
20,16,131,36.7,88.5,7.2,656.5,banana,Banana+Coffee,Farmyard Manure,Bt Spray,Gliricidia
137,30,160,30.1,68.8,7.2,1565.8,chickpea,Wheat+Gram,Neem Cake,Neem + Soap,Casuarina
75,9,154,30.0,49.9,8.4,1058.3,apple,Apple+Medicinal Plants,Green Manure,Neem Oil,Subabul
60,62,59,32.6,56.6,6.8,1058.6,apple,Apple+Medicinal Plants,Jeevamrutha,Neem Oil,Subabul
110,61,32,34.6,74.3,5.6,570.9,mungbean,Mungbean+Sorghum,Vermicompost,Beauveria Bassiana,Neem
126,46,161,21.6,89.4,5.6,1597.8,muskmelon,Muskmelon+Beans,Neem Cake,Pseudomonas,Neem
128,19,114,21.4,48.7,7.7,580.4,apple,Apple+Medicinal Plants,Green Manure,Garlic-Chili Extract,Drumstick
79,106,191,24.6,54.1,6.1,999.8,grapes,Grapes+Legumes,Panchagavya,Pseudomonas,Gliricidia
112,51,92,33.6,53.6,8.1,824.1,coffee,Coffee+Banana,Green Manure,Neem + Soap,Drumstick
110,11,87,23.7,56.6,8.4,1192.3,jute,Jute+Rice,Neem Cake,Beauveria Bassiana,Gliricidia
94,117,33,29.5,45.6,5.7,1508.5,muskmelon,Muskmelon+Beans,Green Manure,Beauveria Bassiana,Neem
29,28,98,37.0,63.3,6.5,1739.9,mango,Mango+Turmeric,Vermicompost,Garlic-Chili Extract,Acacia
53,104,49,39.9,34.6,5.1,787.6,blackgram,Blackgram+Maize,Farmyard Manure,Panchagavya Extract,Drumstick
114,101,100,22.5,88.1,6.0,1735.8,papaya,Papaya+Drumstick,Neem Cake,Trichoderma,Gliricidia
60,66,170,24.1,52.9,6.5,363.1,pigeonpeas,Pigeon Pea+Millet,Green Manure,Pseudomonas,Sesbania
84,88,110,35.9,44.8,6.8,328.5,apple,Apple+Medicinal Plants,Neem Cake,Beauveria Bassiana,Acacia
51,103,156,25.6,35.5,5.8,576.9,banana,Banana+Coffee,Bio-slurry,Neem + Soap,Acacia
138,62,123,16.2,43.4,7.0,1484.7,coffee,Coffee+Banana,Jeevamrutha,Panchagavya Extract,Casuarina
58,104,79,38.8,83.1,5.4,1497.2,maize,Maize+Beans,Panchagavya,Pseudomonas,Gliricidia
21,20,84,21.0,75.5,4.9,1016.3,banana,Banana+Coffee,Farmyard Manure,Neem + Soap,Gliricidia
59,64,193,35.5,31.5,8.4,354.3,rice,Rice+Sesbania,Panchagavya,Neem Oil,Neem
115,38,195,30.1,40.9,5.1,698.4,kidneybeans,Beans+Maize,Vermicompost,Garlic-Chili Extract,Casuarina
72,87,157,36.4,34.9,6.3,1776.4,maize,Maize+Beans,Farmyard Manure,Bt Spray,Sesbania
131,90,27,27.1,83.7,6.4,1152.4,maize,Maize+Beans,Bio-slurry,Beauveria Bassiana,Acacia
34,116,97,25.9,45.8,5.4,468.2,coffee,Coffee+Banana,Vermicompost,Pseudomonas,Neem
107,15,57,38.8,40.1,5.0,624.8,papaya,Papaya+Drumstick,Farmyard Manure,Panchagavya Extract,Subabul
100,97,16,21.2,35.3,4.6,250.8,muskmelon,Muskmelon+Beans,Neem Cake,Panchagavya Extract,Subabul
63,79,138,36.1,39.8,7.9,1196.9,chickpea,Wheat+Gram,Neem Cake,Neem + Soap,Neem
67,72,188,16.1,81.1,7.4,1050.3,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Bt Spray,Neem
131,38,139,36.9,65.6,7.7,1713.1,mothbeans,Mothbean+Castor,Bio-slurry,Panchagavya Extract,Leucaena
106,33,191,35.0,76.5,6.4,1063.8,orange,Orange+Spices,Green Manure,Bt Spray,Casuarina
94,70,79,35.3,57.8,8.2,1934.2,apple,Apple+Medicinal Plants,Vermicompost,Neem Oil,Subabul
71,51,54,27.5,76.3,4.9,905.2,apple,Apple+Medicinal Plants,Jeevamrutha,Neem + Soap,Sesbania
106,12,172,29.6,59.7,7.4,310.2,watermelon,Watermelon+Maize,Jeevamrutha,Beauveria Bassiana,Leucaena
24,95,75,24.4,45.7,6.2,1667.1,lentil,Lentil+Mustard,Green Manure,Bt Spray,Drumstick
48,34,111,34.1,64.2,8.3,588.8,rice,Rice+Sesbania,Bio-slurry,Neem Oil,Drumstick
11,106,116,25.3,36.1,6.1,1625.2,blackgram,Blackgram+Maize,Green Manure,Pseudomonas,Neem
54,63,43,34.4,81.9,6.5,278.9,mungbean,Mungbean+Sorghum,Bio-slurry,Panchagavya Extract,Subabul
125,65,94,25.6,79.8,4.8,1420.6,papaya,Papaya+Drumstick,Vermicompost,Bt Spray,Leucaena
136,99,45,29.8,59.5,6.4,1831.7,mango,Mango+Turmeric,Bio-slurry,Garlic-Chili Extract,Subabul
36,22,54,17.3,39.0,6.3,1584.5,apple,Apple+Medicinal Plants,Panchagavya,Neem Oil,Casuarina
71,113,76,35.5,88.7,8.4,1393.4,watermelon,Watermelon+Maize,Farmyard Manure,Pseudomonas,Casuarina
92,11,132,35.8,50.8,7.8,1918.8,coconut,Coconut+Pineapple,Jeevamrutha,Pseudomonas,Drumstick
39,99,149,36.0,88.1,5.7,692.1,pigeonpeas,Pigeon Pea+Millet,Vermicompost,Panchagavya Extract,Sesbania
24,108,106,16.5,34.3,7.1,1489.9,banana,Banana+Coffee,Forest Leaf Compost,Bt Spray,Acacia
96,105,121,15.3,80.6,5.3,1032.8,lentil,Lentil+Mustard,Jeevamrutha,Panchagavya Extract,Acacia
93,114,17,18.4,63.8,6.5,1423.6,rice,Rice+Sesbania,Panchagavya,Neem Oil,Gliricidia
94,27,185,27.4,71.8,5.0,1600.5,kidneybeans,Beans+Maize,Neem Cake,Trichoderma,Sesbania
46,58,149,34.5,48.2,6.6,1275.5,mungbean,Mungbean+Sorghum,Neem Cake,Bt Spray,Neem
75,41,136,28.9,84.3,4.9,280.2,coffee,Coffee+Banana,Farmyard Manure,Panchagavya Extract,Gliricidia
77,63,189,15.7,87.6,8.3,1875.7,grapes,Grapes+Legumes,Panchagavya,Neem Oil,Sesbania
30,100,59,27.7,61.1,7.1,328.7,pigeonpeas,Pigeon Pea+Millet,Neem Cake,Garlic-Chili Extract,Subabul
52,18,20,34.9,43.4,5.1,282.1,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Bt Spray,Drumstick
109,70,48,26.6,61.6,6.9,1032.3,maize,Maize+Beans,Neem Cake,Neem + Soap,Subabul
35,98,8,22.8,63.6,6.8,869.9,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Garlic-Chili Extract,Subabul
18,54,48,16.8,85.3,6.6,367.8,pomegranate,Pomegranate+Marigold,Vermicompost,Neem Oil,Drumstick
63,46,88,15.8,88.2,5.9,280.0,cotton,Cotton+Turmeric,Panchagavya,Trichoderma,Gliricidia
125,7,121,33.4,37.1,5.3,283.6,coffee,Coffee+Banana,Green Manure,Neem + Soap,Acacia
45,77,75,36.9,37.7,6.3,974.9,papaya,Papaya+Drumstick,Bio-slurry,Panchagavya Extract,Leucaena
16,106,46,30.7,33.7,6.6,1310.1,papaya,Papaya+Drumstick,Farmyard Manure,Trichoderma,Gliricidia
71,91,54,37.4,76.1,5.8,1832.6,apple,Apple+Medicinal Plants,Neem Cake,Neem Oil,Casuarina
137,6,97,28.1,62.5,5.2,1383.1,coconut,Coconut+Pineapple,Vermicompost,Pseudomonas,Subabul
76,32,157,25.3,47.7,6.3,1344.5,muskmelon,Muskmelon+Beans,Neem Cake,Neem Oil,Sesbania
24,47,65,38.2,72.7,7.0,1774.4,banana,Banana+Coffee,Jeevamrutha,Bt Spray,Sesbania
38,21,73,21.0,84.1,4.5,262.8,mango,Mango+Turmeric,Green Manure,Neem + Soap,Neem
37,17,47,32.6,86.9,5.4,1009.3,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Bt Spray,Leucaena
86,47,18,22.3,65.5,7.5,862.0,mothbeans,Mothbean+Castor,Farmyard Manure,Panchagavya Extract,Sesbania
16,88,199,32.0,77.1,5.5,1360.8,cotton,Cotton+Turmeric,Forest Leaf Compost,Neem Oil,Neem
65,119,66,33.6,83.3,6.5,209.5,rice,Rice+Sesbania,Vermicompost,Beauveria Bassiana,Drumstick
76,105,70,18.9,36.9,8.4,1114.3,muskmelon,Muskmelon+Beans,Panchagavya,Pseudomonas,Acacia
13,15,140,25.9,43.2,4.7,637.1,papaya,Papaya+Drumstick,Vermicompost,Neem Oil,Gliricidia
110,45,88,18.3,76.0,6.5,717.2,banana,Banana+Coffee,Vermicompost,Trichoderma,Drumstick
91,112,102,33.2,51.6,5.1,1849.2,pigeonpeas,Pigeon Pea+Millet,Vermicompost,Trichoderma,Sesbania
118,36,167,15.0,54.9,7.0,1877.7,mungbean,Mungbean+Sorghum,Green Manure,Neem Oil,Acacia
118,24,23,32.1,34.8,7.0,1770.1,chickpea,Wheat+Gram,Farmyard Manure,Neem Oil,Neem
32,92,196,22.8,58.8,5.1,1169.0,rice,Rice+Sesbania,Panchagavya,Neem Oil,Gliricidia
131,113,147,19.8,83.4,5.9,1094.1,mothbeans,Mothbean+Castor,Bio-slurry,Trichoderma,Casuarina
45,50,199,17.3,76.4,5.5,1066.8,mungbean,Mungbean+Sorghum,Panchagavya,Garlic-Chili Extract,Acacia
88,82,155,30.4,73.0,4.6,1245.9,mothbeans,Mothbean+Castor,Panchagavya,Panchagavya Extract,Sesbania
107,86,135,32.5,82.1,5.3,1376.5,blackgram,Blackgram+Maize,Bio-slurry,Beauveria Bassiana,Sesbania
19,39,152,24.8,70.9,5.4,989.6,cotton,Cotton+Turmeric,Forest Leaf Compost,Neem + Soap,Drumstick
106,87,72,32.2,40.6,8.0,471.3,mungbean,Mungbean+Sorghum,Farmyard Manure,Beauveria Bassiana,Subabul
42,89,92,18.6,84.4,6.3,1920.2,papaya,Papaya+Drumstick,Green Manure,Garlic-Chili Extract,Acacia
23,34,97,30.7,65.2,5.8,1801.5,orange,Orange+Spices,Neem Cake,Trichoderma,Drumstick
62,89,170,21.9,83.5,5.5,1908.4,papaya,Papaya+Drumstick,Bio-slurry,Panchagavya Extract,Casuarina
36,52,109,36.2,65.6,8.0,910.5,banana,Banana+Coffee,Neem Cake,Pseudomonas,Drumstick
34,15,173,37.8,51.7,5.4,576.3,maize,Maize+Beans,Bio-slurry,Bt Spray,Casuarina
86,29,70,37.5,55.8,5.8,521.1,mungbean,Mungbean+Sorghum,Panchagavya,Beauveria Bassiana,Drumstick
62,75,35,21.7,70.8,5.4,1054.8,papaya,Papaya+Drumstick,Bio-slurry,Neem + Soap,Neem
25,91,186,16.6,89.7,6.3,1255.9,watermelon,Watermelon+Maize,Neem Cake,Pseudomonas,Leucaena
107,107,72,28.6,48.3,5.3,206.0,mango,Mango+Turmeric,Bio-slurry,Trichoderma,Gliricidia
49,64,83,15.1,52.4,4.8,516.0,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Garlic-Chili Extract,Casuarina
137,72,146,20.9,76.0,7.1,1658.2,pomegranate,Pomegranate+Marigold,Green Manure,Trichoderma,Subabul
22,58,59,27.2,80.0,5.0,1727.4,orange,Orange+Spices,Panchagavya,Pseudomonas,Sesbania
20,45,144,15.6,81.8,5.3,1646.6,papaya,Papaya+Drumstick,Vermicompost,Panchagavya Extract,Neem
55,28,91,39.2,30.8,6.6,843.5,apple,Apple+Medicinal Plants,Green Manure,Beauveria Bassiana,Gliricidia
123,94,146,22.1,83.8,5.5,1847.0,pomegranate,Pomegranate+Marigold,Vermicompost,Trichoderma,Leucaena
87,7,23,25.4,35.5,8.5,843.9,pomegranate,Pomegranate+Marigold,Jeevamrutha,Pseudomonas,Sesbania
22,85,178,26.5,55.6,5.0,1819.5,cotton,Cotton+Turmeric,Jeevamrutha,Neem + Soap,Neem
92,90,45,32.3,73.2,5.2,1703.8,mango,Mango+Turmeric,Neem Cake,Neem Oil,Casuarina
97,81,172,29.7,86.6,4.9,811.2,lentil,Lentil+Mustard,Bio-slurry,Pseudomonas,Sesbania
45,44,162,21.1,71.6,7.1,1827.3,coconut,Coconut+Pineapple,Vermicompost,Bt Spray,Neem
30,93,144,37.3,86.4,5.1,577.6,orange,Orange+Spices,Green Manure,Garlic-Chili Extract,Gliricidia
47,67,192,17.2,67.4,4.9,1170.5,blackgram,Blackgram+Maize,Panchagavya,Beauveria Bassiana,Sesbania
68,86,42,39.7,78.9,8.5,285.2,maize,Maize+Beans,Green Manure,Trichoderma,Leucaena
125,7,36,17.9,84.4,6.0,1591.9,kidneybeans,Beans+Maize,Green Manure,Garlic-Chili Extract,Gliricidia
40,44,46,38.8,54.7,5.1,267.6,cotton,Cotton+Turmeric,Vermicompost,Panchagavya Extract,Leucaena
11,118,172,32.9,45.4,4.8,1412.8,cotton,Cotton+Turmeric,Vermicompost,Garlic-Chili Extract,Gliricidia
93,30,190,20.8,33.2,5.1,660.7,lentil,Lentil+Mustard,Forest Leaf Compost,Bt Spray,Acacia
51,14,87,18.4,45.7,7.9,255.4,maize,Maize+Beans,Green Manure,Neem Oil,Casuarina
12,35,40,15.2,36.6,7.3,377.9,pomegranate,Pomegranate+Marigold,Farmyard Manure,Neem + Soap,Casuarina
42,93,174,15.2,48.6,4.8,1472.9,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Garlic-Chili Extract,Casuarina
26,80,169,19.4,88.1,8.3,527.7,maize,Maize+Beans,Forest Leaf Compost,Neem + Soap,Acacia
110,82,114,22.7,85.9,6.4,209.1,kidneybeans,Beans+Maize,Forest Leaf Compost,Beauveria Bassiana,Subabul
25,102,174,26.0,40.9,8.3,710.4,chickpea,Wheat+Gram,Forest Leaf Compost,Neem + Soap,Leucaena
32,54,115,23.6,33.7,7.1,390.9,papaya,Papaya+Drumstick,Neem Cake,Pseudomonas,Sesbania
49,16,58,36.1,44.9,8.1,1662.4,pomegranate,Pomegranate+Marigold,Bio-slurry,Pseudomonas,Drumstick
120,101,170,25.4,47.2,4.8,531.8,jute,Jute+Rice,Forest Leaf Compost,Trichoderma,Neem
132,72,39,26.5,51.6,6.6,1065.5,chickpea,Wheat+Gram,Forest Leaf Compost,Bt Spray,Gliricidia
120,13,67,28.8,56.4,4.7,355.7,pigeonpeas,Pigeon Pea+Millet,Green Manure,Trichoderma,Casuarina
86,91,80,30.5,47.8,5.5,403.5,coffee,Coffee+Banana,Farmyard Manure,Bt Spray,Neem
67,60,94,27.0,67.1,4.9,1649.2,lentil,Lentil+Mustard,Forest Leaf Compost,Pseudomonas,Sesbania
109,105,126,22.3,79.7,4.9,1699.8,blackgram,Blackgram+Maize,Neem Cake,Bt Spray,Acacia
115,20,24,20.8,88.2,6.7,1349.4,mothbeans,Mothbean+Castor,Neem Cake,Neem + Soap,Acacia
14,43,118,27.1,53.8,8.2,272.4,cotton,Cotton+Turmeric,Jeevamrutha,Garlic-Chili Extract,Gliricidia
107,16,6,35.6,68.4,5.5,1889.3,watermelon,Watermelon+Maize,Neem Cake,Bt Spray,Subabul
81,25,171,33.9,37.5,7.5,1389.8,mango,Mango+Turmeric,Green Manure,Neem Oil,Sesbania
95,86,93,21.3,53.8,5.8,534.0,maize,Maize+Beans,Panchagavya,Bt Spray,Leucaena
90,40,104,29.9,69.6,6.4,1389.0,mungbean,Mungbean+Sorghum,Vermicompost,Garlic-Chili Extract,Sesbania
17,112,97,21.9,58.8,4.7,1488.6,orange,Orange+Spices,Neem Cake,Panchagavya Extract,Subabul
10,66,142,35.9,57.1,6.4,1058.5,mango,Mango+Turmeric,Green Manure,Neem Oil,Sesbania
58,55,36,38.4,55.2,5.4,1742.3,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Panchagavya Extract,Acacia
104,28,97,36.5,54.4,6.6,1755.2,mothbeans,Mothbean+Castor,Green Manure,Beauveria Bassiana,Gliricidia
27,66,165,27.8,75.9,6.3,560.7,kidneybeans,Beans+Maize,Vermicompost,Neem + Soap,Subabul
71,21,187,38.6,34.4,7.7,1079.9,mungbean,Mungbean+Sorghum,Neem Cake,Neem + Soap,Drumstick
136,14,99,30.3,34.1,6.8,381.7,kidneybeans,Beans+Maize,Panchagavya,Pseudomonas,Casuarina
29,102,171,19.8,83.2,7.9,1229.3,muskmelon,Muskmelon+Beans,Neem Cake,Neem + Soap,Drumstick
20,104,190,17.2,74.9,8.2,1682.2,pigeonpeas,Pigeon Pea+Millet,Green Manure,Trichoderma,Casuarina
30,72,82,29.4,74.8,7.8,1274.6,apple,Apple+Medicinal Plants,Farmyard Manure,Neem Oil,Acacia
52,20,114,30.0,42.4,7.8,1082.5,watermelon,Watermelon+Maize,Farmyard Manure,Panchagavya Extract,Gliricidia
50,39,149,34.3,37.3,7.5,953.2,coconut,Coconut+Pineapple,Forest Leaf Compost,Neem Oil,Acacia
88,91,177,30.8,64.5,6.2,785.5,lentil,Lentil+Mustard,Farmyard Manure,Beauveria Bassiana,Subabul
100,17,163,28.6,70.1,7.4,357.9,mothbeans,Mothbean+Castor,Farmyard Manure,Bt Spray,Subabul
89,21,61,38.6,74.3,4.7,620.2,grapes,Grapes+Legumes,Bio-slurry,Garlic-Chili Extract,Neem
38,43,44,32.2,35.1,8.2,1131.4,rice,Rice+Sesbania,Vermicompost,Beauveria Bassiana,Casuarina
65,78,188,36.1,49.8,6.2,968.0,coconut,Coconut+Pineapple,Panchagavya,Trichoderma,Acacia
46,42,196,37.4,38.2,5.9,895.1,cotton,Cotton+Turmeric,Jeevamrutha,Pseudomonas,Leucaena
91,87,79,21.0,79.4,6.4,1285.7,mango,Mango+Turmeric,Green Manure,Beauveria Bassiana,Subabul
95,65,73,26.6,87.9,8.1,1547.3,mango,Mango+Turmeric,Panchagavya,Panchagavya Extract,Subabul
25,97,54,38.4,64.3,5.4,356.2,papaya,Papaya+Drumstick,Green Manure,Neem + Soap,Drumstick
20,84,153,37.1,33.2,4.9,1155.9,mothbeans,Mothbean+Castor,Jeevamrutha,Pseudomonas,Gliricidia
17,73,99,18.9,33.3,7.9,1759.8,papaya,Papaya+Drumstick,Farmyard Manure,Panchagavya Extract,Leucaena
79,35,179,33.5,73.4,5.5,1710.0,coconut,Coconut+Pineapple,Vermicompost,Beauveria Bassiana,Subabul
52,105,124,19.8,87.8,7.5,580.1,coffee,Coffee+Banana,Neem Cake,Garlic-Chili Extract,Neem
51,102,13,31.0,83.6,6.1,1625.8,pomegranate,Pomegranate+Marigold,Panchagavya,Neem + Soap,Drumstick
95,73,84,31.1,45.4,8.5,1332.0,apple,Apple+Medicinal Plants,Jeevamrutha,Trichoderma,Gliricidia
134,35,48,36.9,58.9,7.6,405.8,lentil,Lentil+Mustard,Neem Cake,Garlic-Chili Extract,Sesbania
89,108,92,39.7,36.0,7.1,349.0,chickpea,Wheat+Gram,Farmyard Manure,Garlic-Chili Extract,Leucaena
31,51,109,16.0,73.2,7.0,581.1,watermelon,Watermelon+Maize,Forest Leaf Compost,Panchagavya Extract,Gliricidia
21,105,120,32.2,80.2,8.3,1298.0,rice,Rice+Sesbania,Green Manure,Trichoderma,Subabul
51,9,102,19.5,68.6,5.2,479.7,orange,Orange+Spices,Vermicompost,Beauveria Bassiana,Drumstick
133,28,47,33.2,51.5,5.7,903.9,mango,Mango+Turmeric,Forest Leaf Compost,Neem Oil,Sesbania
41,26,87,34.7,74.2,6.3,936.0,blackgram,Blackgram+Maize,Bio-slurry,Panchagavya Extract,Leucaena
69,52,155,40.0,84.4,6.6,1057.1,coffee,Coffee+Banana,Panchagavya,Neem + Soap,Drumstick
101,74,137,27.1,56.2,5.7,1576.1,cotton,Cotton+Turmeric,Jeevamrutha,Beauveria Bassiana,Gliricidia
129,19,28,21.7,42.8,8.0,276.2,blackgram,Blackgram+Maize,Jeevamrutha,Panchagavya Extract,Subabul
112,114,19,19.6,43.0,5.3,969.4,pomegranate,Pomegranate+Marigold,Green Manure,Neem + Soap,Subabul
138,45,125,32.2,48.9,5.7,1317.0,mothbeans,Mothbean+Castor,Green Manure,Bt Spray,Casuarina
123,85,164,26.6,51.6,4.9,1598.6,maize,Maize+Beans,Forest Leaf Compost,Bt Spray,Sesbania
29,102,87,30.0,77.9,7.8,438.6,papaya,Papaya+Drumstick,Forest Leaf Compost,Beauveria Bassiana,Gliricidia
51,87,6,21.6,77.8,6.8,481.0,rice,Rice+Sesbania,Bio-slurry,Neem + Soap,Subabul
94,20,191,37.3,31.4,7.6,1746.5,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Garlic-Chili Extract,Neem
90,107,8,30.9,78.5,6.0,218.1,pomegranate,Pomegranate+Marigold,Farmyard Manure,Bt Spray,Casuarina
125,94,17,35.5,89.7,6.6,1369.9,papaya,Papaya+Drumstick,Neem Cake,Beauveria Bassiana,Casuarina
116,66,148,23.7,53.1,6.0,677.2,pomegranate,Pomegranate+Marigold,Farmyard Manure,Panchagavya Extract,Gliricidia
138,39,145,38.9,40.9,6.9,1118.1,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Bt Spray,Subabul
124,115,169,21.5,35.6,6.2,841.8,apple,Apple+Medicinal Plants,Panchagavya,Beauveria Bassiana,Gliricidia
21,28,35,28.7,55.7,6.7,1808.3,lentil,Lentil+Mustard,Farmyard Manure,Pseudomonas,Acacia
48,71,50,38.3,40.3,5.3,1639.8,mothbeans,Mothbean+Castor,Panchagavya,Bt Spray,Subabul
82,95,124,32.2,62.4,8.5,856.5,apple,Apple+Medicinal Plants,Forest Leaf Compost,Neem Oil,Gliricidia
81,86,166,35.9,35.8,6.5,261.9,kidneybeans,Beans+Maize,Farmyard Manure,Garlic-Chili Extract,Casuarina
49,92,138,15.7,74.6,4.8,1806.4,banana,Banana+Coffee,Panchagavya,Bt Spray,Acacia
39,17,182,35.7,69.7,6.4,578.5,jute,Jute+Rice,Neem Cake,Beauveria Bassiana,Leucaena
41,44,32,24.7,86.7,7.0,877.5,grapes,Grapes+Legumes,Farmyard Manure,Beauveria Bassiana,Subabul
110,11,53,23.0,36.2,6.3,1977.1,pomegranate,Pomegranate+Marigold,Farmyard Manure,Beauveria Bassiana,Subabul
50,17,103,37.7,84.0,4.7,788.3,pigeonpeas,Pigeon Pea+Millet,Green Manure,Neem + Soap,Acacia
72,78,36,36.4,74.1,6.3,323.1,apple,Apple+Medicinal Plants,Forest Leaf Compost,Trichoderma,Casuarina
131,109,158,32.8,60.5,8.0,1354.9,mango,Mango+Turmeric,Bio-slurry,Neem + Soap,Gliricidia
133,67,43,18.9,34.6,6.6,694.2,grapes,Grapes+Legumes,Green Manure,Pseudomonas,Leucaena
101,38,151,15.2,35.7,5.4,477.7,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Panchagavya Extract,Casuarina
29,102,153,18.8,60.8,5.0,540.5,watermelon,Watermelon+Maize,Panchagavya,Neem + Soap,Leucaena
58,28,157,31.5,41.8,7.1,321.6,coconut,Coconut+Pineapple,Vermicompost,Garlic-Chili Extract,Acacia
100,89,199,20.3,89.0,6.4,947.8,lentil,Lentil+Mustard,Vermicompost,Neem Oil,Leucaena
15,50,91,28.0,77.4,7.8,1391.3,kidneybeans,Beans+Maize,Bio-slurry,Bt Spray,Casuarina
111,12,82,35.9,78.9,7.0,1573.5,mothbeans,Mothbean+Castor,Neem Cake,Beauveria Bassiana,Leucaena
111,6,91,32.2,75.1,4.6,848.1,lentil,Lentil+Mustard,Vermicompost,Pseudomonas,Leucaena
134,28,147,30.2,34.0,6.8,1596.8,coffee,Coffee+Banana,Bio-slurry,Bt Spray,Gliricidia
70,49,188,30.9,58.0,8.5,830.1,coconut,Coconut+Pineapple,Green Manure,Neem Oil,Leucaena
28,110,88,27.8,83.3,5.5,1951.8,pomegranate,Pomegranate+Marigold,Farmyard Manure,Bt Spray,Neem
24,75,122,28.2,73.4,7.2,693.2,papaya,Papaya+Drumstick,Neem Cake,Neem + Soap,Gliricidia
30,31,49,31.6,60.0,5.5,647.5,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Bt Spray,Neem
56,103,50,32.5,41.5,6.2,1834.8,banana,Banana+Coffee,Green Manure,Pseudomonas,Neem
116,41,159,23.4,89.9,7.1,424.4,lentil,Lentil+Mustard,Neem Cake,Beauveria Bassiana,Neem
81,87,194,18.7,64.0,6.4,1708.4,watermelon,Watermelon+Maize,Vermicompost,Trichoderma,Leucaena
120,24,92,36.7,48.8,7.2,812.5,mango,Mango+Turmeric,Jeevamrutha,Neem Oil,Subabul
29,9,87,17.3,75.8,7.7,836.4,watermelon,Watermelon+Maize,Forest Leaf Compost,Neem Oil,Neem
95,107,85,21.6,80.0,7.0,514.5,orange,Orange+Spices,Panchagavya,Panchagavya Extract,Drumstick
80,83,195,15.2,42.5,5.5,987.8,lentil,Lentil+Mustard,Farmyard Manure,Neem + Soap,Subabul
78,90,87,25.5,58.1,6.2,1283.7,apple,Apple+Medicinal Plants,Farmyard Manure,Trichoderma,Leucaena
70,87,117,17.6,68.2,6.0,343.5,pomegranate,Pomegranate+Marigold,Neem Cake,Neem Oil,Gliricidia
122,58,169,18.0,77.3,7.8,1010.1,mango,Mango+Turmeric,Panchagavya,Neem Oil,Acacia
127,102,71,31.5,55.9,8.3,265.0,jute,Jute+Rice,Farmyard Manure,Pseudomonas,Leucaena
24,83,40,31.2,43.9,7.1,538.3,coconut,Coconut+Pineapple,Green Manure,Garlic-Chili Extract,Acacia
29,90,132,25.7,38.6,5.4,741.1,grapes,Grapes+Legumes,Green Manure,Bt Spray,Neem
65,81,45,32.2,46.8,4.7,461.9,pomegranate,Pomegranate+Marigold,Jeevamrutha,Garlic-Chili Extract,Gliricidia
10,56,26,36.1,38.5,7.7,1093.0,rice,Rice+Sesbania,Bio-slurry,Garlic-Chili Extract,Casuarina
62,96,68,34.6,65.2,5.7,1362.3,watermelon,Watermelon+Maize,Panchagavya,Bt Spray,Casuarina
126,59,153,28.0,62.7,5.1,1495.4,blackgram,Blackgram+Maize,Panchagavya,Bt Spray,Sesbania
121,60,137,35.7,52.2,5.1,656.0,rice,Rice+Sesbania,Forest Leaf Compost,Garlic-Chili Extract,Sesbania
48,32,167,37.8,62.2,6.5,1815.4,watermelon,Watermelon+Maize,Vermicompost,Neem Oil,Sesbania
96,81,50,19.6,83.6,8.4,1824.2,jute,Jute+Rice,Jeevamrutha,Trichoderma,Sesbania
71,117,39,29.4,44.7,8.4,349.7,rice,Rice+Sesbania,Neem Cake,Garlic-Chili Extract,Subabul
68,16,59,38.7,53.6,5.5,1095.5,pigeonpeas,Pigeon Pea+Millet,Jeevamrutha,Trichoderma,Gliricidia
94,32,89,29.9,87.4,8.3,593.6,watermelon,Watermelon+Maize,Farmyard Manure,Bt Spray,Acacia
36,25,116,31.9,39.7,5.7,815.8,kidneybeans,Beans+Maize,Vermicompost,Neem Oil,Sesbania
67,10,67,16.4,73.0,5.8,1461.9,mothbeans,Mothbean+Castor,Panchagavya,Neem Oil,Casuarina
118,50,194,32.7,86.5,6.4,314.8,mothbeans,Mothbean+Castor,Vermicompost,Neem Oil,Sesbania
81,23,121,23.2,31.9,8.2,535.0,lentil,Lentil+Mustard,Panchagavya,Pseudomonas,Casuarina
130,51,81,24.5,74.6,4.8,955.1,orange,Orange+Spices,Farmyard Manure,Trichoderma,Subabul
120,79,35,21.1,81.1,5.3,1998.1,coconut,Coconut+Pineapple,Jeevamrutha,Beauveria Bassiana,Subabul
66,22,167,20.2,47.9,7.2,848.3,lentil,Lentil+Mustard,Panchagavya,Pseudomonas,Subabul
128,24,56,30.3,74.3,6.8,1219.6,papaya,Papaya+Drumstick,Bio-slurry,Neem Oil,Gliricidia
